IDE;programa;IDG;corte1;corte2;prom;fallas;fallaP;curso;creditos;IDP;nestud;periodo;a–o;jornada;profesor;dedicacion;nsala;sala;horaExamen;inicio;final;nota;p1;p2;p3;p4;p5;p6;p7;p8;p9;p10
1521;Ingenier’a Ambiental;G11;4;2;3;0;0;Algoritmos y programaci—n;3;201;23;2;2017;d’a;Patroclo;TC;20;Torre P Sal—n 303;9:00 a.m.;09:16:00;10:31:00;1,5;0,5;0;0;0;0;0;0;0,5;0,5;0
1572;Ingenier’a Industrial;G11;3;3;3;0;0;Algoritmos y programaci—n;3;201;23;2;2017;d’a;Patroclo;TC;3;Casa Kra 4ta Sal—n 301;9:00 a.m.;09:14:00;09:47:00;2;0;0;0;0;0,5;0,5;0;0,5;0;0,5
1585;Ingenier’a Electr—nica;G11;4,5;4;4,25;2;11,76;Algoritmos y programaci—n;3;201;23;2;2017;d’a;Patroclo;TC;3;Casa Kra 4ta Sal—n 301;9:00 a.m.;09:12:00;09:47:00;4;0,5;0;0,5;0,5;0,5;0;0,5;0,5;0,5;0,5
1600;Ingenier’a Ambiental;G11;3;2;2,5;0;0;Algoritmos y programaci—n;3;201;23;2;2017;d’a;Patroclo;TC;19;Torre P Sal—n 201;9:00 a.m.;09:13:00;09:59:00;1;0,5;0;0;0;0;0;0,5;0;0;0
1643;Ingenier’a Industrial;G11;4,5;3,5;4;0;0;Algoritmos y programaci—n;3;201;23;2;2017;d’a;Patroclo;TC;10;Centro de Computo Sala 14;9:00 a.m.;09:06:00;09:39:00;5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5
1662;Ingenier’a De Sistemas;G11;2,5;2,5;2,5;2;11,76;Algoritmos y programaci—n;3;201;23;2;2017;d’a;Patroclo;TC;2;Casa Kra 4ta Sal—n 204;9:00 a.m.;09:08:00;10:00:00;2;0,5;0;0;0;0,5;0;0,5;0,5;0;0
1800;Ingenier’a De Sistemas;G11;4;3,5;3,75;0;0;Algoritmos y programaci—n;3;201;23;2;2017;d’a;Patroclo;TC;4;Dise–o Y Simulaci—n Sala I;9:00 a.m.;09:10:00;09:47:00;4,5;0;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5
1836;Ingenier’a De Sistemas;G11;3,5;3;3,25;0;0;Algoritmos y programaci—n;3;201;23;2;2017;d’a;Patroclo;TC;5;Dise–o Y Simulaci—n Sala II;9:00 a.m.;09:24:00;10:37:00;2;0;0;0;0;0;0,5;0;0,5;0,5;0,5
1905;Ingenier’a Ambiental;G11;2,5;2;2,25;5;29,41;Algoritmos y programaci—n;3;201;23;2;2017;d’a;Patroclo;TC;4;Dise–o Y Simulaci—n Sala I;9:00 a.m.;09:45:00;10:07:00;2;0;0,5;0;0,5;0;0;0;0,5;0;0,5
1938;Ingenier’a Electr—nica;G11;4,5;4,5;4,5;0;0;Algoritmos y programaci—n;3;201;23;2;2017;d’a;Patroclo;TC;9;Centro de Computo Sala 13;9:00 a.m.;09:13:00;09:53:00;4;0,5;0;0,5;0,5;0,5;0,5;0;0,5;0,5;0,5
1954;Ingenier’a De Sistemas;G11;2,5;3,5;3;0;0;Algoritmos y programaci—n;3;201;23;2;2017;d’a;Patroclo;TC;3;Casa Kra 4ta Sal—n 301;9:00 a.m.;09:11:00;09:53:00;2;0;0;0,5;0,5;0;0;0;0,5;0;0,5
1956;Ingenier’a Ambiental;G11;4;3;3,5;0;0;Algoritmos y programaci—n;3;201;23;2;2017;d’a;Patroclo;TC;1;Casa Kra 4ta Sal—n  101;9:00 a.m.;09:26:00;10:36:00;2,5;0;0;0;0;0,5;0;0,5;0,5;0,5;0,5
1958;Ingenier’a Industrial;G11;4;3;3,5;0;0;Algoritmos y programaci—n;3;201;23;2;2017;d’a;Patroclo;TC;2;Casa Kra 4ta Sal—n 204;9:00 a.m.;09:11:00;10:17:00;2,5;0;0;0,5;0;0;0,5;0;0,5;0,5;0,5
1961;Ingenier’a Electr—nica;G11;2,5;3;2,75;0;0;Algoritmos y programaci—n;3;201;23;2;2017;d’a;Patroclo;TC;7;Centro de Computo Sala 11;9:00 a.m.;09:11:00;10:44:00;2,5;0;0;0;0,5;0;0,5;0;0,5;0,5;0,5
1964;Ingenier’a Industrial;G11;3,5;3;3,25;0;0;Algoritmos y programaci—n;3;201;23;2;2017;d’a;Patroclo;TC;4;Dise–o Y Simulaci—n Sala I;9:00 a.m.;09:10:00;10:07:00;2;0,5;0;0,5;0;0;0;0;0,5;0;0,5
1975;Ingenier’a Ambiental;G11;4,5;3;3,75;2;11,76;Algoritmos y programaci—n;3;201;23;2;2017;d’a;Patroclo;TC;1;Casa Kra 4ta Sal—n  101;9:00 a.m.;09:26:00;10:34:00;4,5;0,5;0,5;0,5;0,5;0,5;0,5;0;0,5;0,5;0,5
1986;Ingenier’a Electr—nica;G11;4;3,5;3,75;0;0;Algoritmos y programaci—n;3;201;23;2;2017;d’a;Patroclo;TC;6;Centro de Computo Sala 10;9:00 a.m.;09:14:00;10:22:00;2,5;0,5;0;0;0;0,5;0;0,5;0,5;0,5;0
2035;Ingenier’a Industrial;G11;4,5;3,5;4;0;0;Algoritmos y programaci—n;3;201;23;2;2017;d’a;Patroclo;TC;1;Casa Kra 4ta Sal—n  101;9:00 a.m.;09:32:00;10:27:00;2,5;0;0;0,5;0;0;0,5;0,5;0,5;0;0,5
2043;Ingenier’a Industrial;G11;4,5;3,5;4;0;0;Algoritmos y programaci—n;3;201;23;2;2017;d’a;Patroclo;TC;5;Dise–o Y Simulaci—n Sala II;9:00 a.m.;09:11:00;10:22:00;4;0,5;0,5;0,5;0,5;0;0,5;0;0,5;0,5;0,5
2047;Ingenier’a De Sistemas;G11;4,5;3;3,75;0;0;Algoritmos y programaci—n;3;201;23;2;2017;d’a;Patroclo;TC;2;Casa Kra 4ta Sal—n 204;9:00 a.m.;09:09:00;10:14:00;1;0,5;0;0;0;0;0;0;0;0;0,5
2093;Ingenier’a Ambiental;G11;3;3;3;0;0;Algoritmos y programaci—n;3;201;23;2;2017;d’a;Patroclo;TC;18;Centro de Computo Sala 9;9:00 a.m.;09:05:00;10:17:00;3;0;0;0,5;0,5;0;0,5;0;0,5;0,5;0,5
2100;Ingenier’a Ambiental;G11;2,5;2,5;2,5;3;17,65;Algoritmos y programaci—n;3;201;23;2;2017;d’a;Patroclo;TC;3;Casa Kra 4ta Sal—n 301;9:00 a.m.;09:17:00;09:54:00;0,5;0;0;0;0;0;0;0;0;0,5;0
2105;Ingenier’a Electr—nica;G11;4,5;3;3,75;0;0;Algoritmos y programaci—n;3;201;23;2;2017;d’a;Patroclo;TC;8;Centro de Computo Sala 12;9:00 a.m.;09:14:00;10:39:00;3,5;0,5;0;0,5;0;0;0,5;0,5;0,5;0,5;0,5
1522;Ingenier’a Ambiental;G33;4,5;4;4,25;0;0;Algoritmos y programaci—n;3;213;21;2;2017;d’a;Hefesto;C‡tedra;9;Centro de Computo Sala 13;9:00 a.m.;09:20:00;10:33:00;1;0,5;0;0;0,5;0;0;0;0;0;0
1523;Ingenier’a Ambiental;G33;4;3,5;3,75;0;0;Algoritmos y programaci—n;3;213;21;2;2017;d’a;Hefesto;C‡tedra;1;Casa Kra 4ta Sal—n  101;9:00 a.m.;;;;;;;;;;;;;
1533;Ingenier’a Electr—nica;G33;4,5;4;4,25;0;0;Algoritmos y programaci—n;3;213;21;2;2017;d’a;Hefesto;C‡tedra;8;Centro de Computo Sala 12;9:00 a.m.;09:14:00;09:53:00;2;0;0,5;0,5;0;0,5;0;0;0,5;0;0
1580;Ingenier’a Mec‡nica;G33;3,5;3;3,25;0;0;Algoritmos y programaci—n;3;213;21;2;2017;d’a;Hefesto;C‡tedra;5;Dise–o Y Simulaci—n Sala II;9:00 a.m.;09:12:00;09:50:00;3;0;0;0,5;0,5;0;0,5;0,5;0;0,5;0,5
1618;Ingenier’a Ambiental;G33;5;4;4,5;0;0;Algoritmos y programaci—n;3;213;21;2;2017;d’a;Hefesto;C‡tedra;3;Casa Kra 4ta Sal—n 301;9:00 a.m.;09:14:00;09:55:00;0,5;0;0;0;0;0;0;0;0;0;0,5
1660;Ingenier’a Ambiental;G33;4,5;4,5;4,5;0;0;Algoritmos y programaci—n;3;213;21;2;2017;d’a;Hefesto;C‡tedra;2;Casa Kra 4ta Sal—n 204;9:00 a.m.;09:15:00;10:09:00;1;0;0;0;0;0,5;0;0;0;0,5;0
1672;Ingenier’a Mec‡nica;G33;3,5;4;3,75;0;0;Algoritmos y programaci—n;3;213;21;2;2017;d’a;Hefesto;C‡tedra;4;Dise–o Y Simulaci—n Sala I;9:00 a.m.;09:10:00;09:51:00;0,5;0;0;0;0;0,5;0;0;0;0;0
1690;Ingenier’a Electr—nica;G33;4,5;4;4,25;0;0;Algoritmos y programaci—n;3;213;21;2;2017;d’a;Hefesto;C‡tedra;5;Dise–o Y Simulaci—n Sala II;9:00 a.m.;09:23:00;10:24:00;1,5;0;0;0,5;0;0;0;0;0,5;0,5;0
1758;Ingenier’a Ambiental;G33;4,5;4;4,25;0;0;Algoritmos y programaci—n;3;213;21;2;2017;d’a;Hefesto;C‡tedra;7;Centro de Computo Sala 11;9:00 a.m.;09:11:00;09:48:00;2,5;0,5;0;0,5;0;0,5;0;0,5;0;0,5;0
1779;Ingenier’a Electr—nica;G33;4;3,5;3,75;0;0;Algoritmos y programaci—n;3;213;21;2;2017;d’a;Hefesto;C‡tedra;7;Centro de Computo Sala 11;9:00 a.m.;09:10:00;09:28:00;0;0;0;0;0;0;0;0;0;0;0
1780;Ingenier’a Mec‡nica;G33;3;4;3,5;0;0;Algoritmos y programaci—n;3;213;21;2;2017;d’a;Hefesto;C‡tedra;2;Casa Kra 4ta Sal—n 204;9:00 a.m.;09:13:00;10:06:00;1;0;0;0;0,5;0;0,5;0;0;0;0
1788;Ingenier’a Mec‡nica;G33;4;4;4;0;0;Algoritmos y programaci—n;3;213;21;2;2017;d’a;Hefesto;C‡tedra;3;Casa Kra 4ta Sal—n 301;9:00 a.m.;09:11:00;09:52:00;0,5;0;0;0;0;0;0;0;0;0;0,5
1834;Ingenier’a Electr—nica;G33;4,5;4;4,25;0;0;Algoritmos y programaci—n;3;213;21;2;2017;d’a;Hefesto;C‡tedra;9;Centro de Computo Sala 13;9:00 a.m.;09:16:00;09:51:00;1,5;0;0,5;0;0;0;0;0;0,5;0;0,5
1845;Ingenier’a Ambiental;G33;3;0;1,5;0;0;Algoritmos y programaci—n;3;213;21;2;2017;d’a;Hefesto;C‡tedra;4;Dise–o Y Simulaci—n Sala I;9:00 a.m.;;;;;;;;;;;;;
1850;Ingenier’a Electr—nica;G33;4,5;4;4,25;0;0;Algoritmos y programaci—n;3;213;21;2;2017;d’a;Hefesto;C‡tedra;1;Casa Kra 4ta Sal—n  101;9:00 a.m.;09:28:00;10:05:00;2,5;0,5;0;0;0,5;0,5;0;0,5;0;0;0,5
1890;Ingenier’a Ambiental;G33;4,5;3,5;4;0;0;Algoritmos y programaci—n;3;213;21;2;2017;d’a;Hefesto;C‡tedra;6;Centro de Computo Sala 10;9:00 a.m.;09:17:00;10:04:00;1;0;0,5;0;0,5;0;0;0;0;0;0
1980;Ingenier’a Ambiental;G33;5;4;4,5;0;0;Algoritmos y programaci—n;3;213;21;2;2017;d’a;Hefesto;C‡tedra;5;Dise–o Y Simulaci—n Sala II;9:00 a.m.;09:11:00;09:50:00;1;0;0;0;0;0;0;0,5;0;0,5;0
1996;Ingenier’a Ambiental;G33;4,5;4;4,25;0;0;Algoritmos y programaci—n;3;213;21;2;2017;d’a;Hefesto;C‡tedra;10;Centro de Computo Sala 14;9:00 a.m.;09:21:00;10:01:00;0,5;0;0,5;0;0;0;0;0;0;0;0
2054;Ingenier’a Electr—nica;G33;3,5;4;3,75;0;0;Algoritmos y programaci—n;3;213;21;2;2017;d’a;Hefesto;C‡tedra;6;Centro de Computo Sala 10;9:00 a.m.;09:14:00;09:53:00;0;0;0;0;0;0;0;0;0;0;0
2055;Ingenier’a Ambiental;G33;4,5;4,5;4,5;0;0;Algoritmos y programaci—n;3;213;21;2;2017;d’a;Hefesto;C‡tedra;8;Centro de Computo Sala 12;9:00 a.m.;09:18:00;09:55:00;2,5;0,5;0,5;0,5;0;0,5;0;0;0;0,5;0
2111;Ingenier’a Electr—nica;G33;4;3,5;3,75;0;0;Algoritmos y programaci—n;3;213;21;2;2017;d’a;Hefesto;C‡tedra;10;Centro de Computo Sala 14;9:00 a.m.;09:22:00;10:00:00;3;0,5;0,5;0;0;0,5;0;0;0,5;0,5;0,5
1529;Ingenier’a De Sistemas;G1;4;2;3;0;0;Algoritmos y programaci—n;3;217;23;2;2017;d’a;Apolo;MT;18;Centro de Computo Sala 9;9:00 a.m.;09:07:00;10:15:00;3;0,5;0;0,5;0,5;0;0;0,5;0,5;0,5;0
1546;Ingenier’a De Sistemas;G1;3;0,5;1,75;2;11,76;Algoritmos y programaci—n;3;217;23;2;2017;d’a;Apolo;MT;6;Centro de Computo Sala 10;9:00 a.m.;09:13:00;10:03:00;1,5;0,5;0;0;0;0;0;0,5;0;0;0,5
1611;Ingenier’a De Sistemas;G1;4;2;3;0;0;Algoritmos y programaci—n;3;217;23;2;2017;d’a;Apolo;MT;17;Centro de Computo Sala 8;9:00 a.m.;09:10:00;10:21:00;4;0;0,5;0,5;0,5;0,5;0;0,5;0,5;0,5;0,5
1646;Ingenier’a De Sistemas;G1;4,5;3;3,75;0;0;Algoritmos y programaci—n;3;217;23;2;2017;d’a;Apolo;MT;15;Centro de Computo Sala 6;9:00 a.m.;09:04:00;09:59:00;4;0;0,5;0;0,5;0,5;0,5;0,5;0,5;0,5;0,5
1668;Ingenier’a De Sistemas;G1;4;2,5;3,25;0;0;Algoritmos y programaci—n;3;217;23;2;2017;d’a;Apolo;MT;14;Centro de Computo Sala 5;9:00 a.m.;09:04:00;10:21:00;5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5
1701;Ingenier’a De Sistemas;G1;2,5;1,5;2;0;0;Algoritmos y programaci—n;3;217;23;2;2017;d’a;Apolo;MT;18;Centro de Computo Sala 9;9:00 a.m.;09:44:00;10:14:00;1,5;0,5;0;0;0;0;0;0;0,5;0;0,5
1703;Ingenier’a De Sistemas;G1;3;1,5;2,25;0;0;Algoritmos y programaci—n;3;217;23;2;2017;d’a;Apolo;MT;17;Centro de Computo Sala 8;9:00 a.m.;09:08:00;10:21:00;2;0,5;0;0;0,5;0,5;0;0;0,5;0;0
1712;Ingenier’a De Sistemas;G1;2,5;1;1,75;0;0;Algoritmos y programaci—n;3;217;23;2;2017;d’a;Apolo;MT;13;Centro de Computo Sala 4;9:00 a.m.;09:13:00;10:05:00;2;0;0,5;0;0,5;0,5;0;0;0,5;0;0
1723;Ingenier’a De Sistemas;G1;3,5;2;2,75;0;0;Algoritmos y programaci—n;3;217;23;2;2017;d’a;Apolo;MT;19;Torre P Sal—n 201;9:00 a.m.;09:03:00;10:35:00;3;0,5;0;0;0;0,5;0;0,5;0,5;0,5;0,5
1740;Ingenier’a De Sistemas;G1;4,5;3,5;4;0;0;Algoritmos y programaci—n;3;217;23;2;2017;d’a;Apolo;MT;11;Centro de Computo Sala 2;9:00 a.m.;09:07:00;09:49:00;4;0,5;0,5;0;0;0,5;0,5;0,5;0,5;0,5;0,5
1818;Ingenier’a De Sistemas;G1;2,5;1,5;2;0;0;Algoritmos y programaci—n;3;217;23;2;2017;d’a;Apolo;MT;11;Centro de Computo Sala 2;9:00 a.m.;09:07:00;10:36:00;2;0,5;0;0;0;0,5;0;0,5;0;0,5;0
1821;Ingenier’a De Sistemas;G1;4;2,5;3,25;0;0;Algoritmos y programaci—n;3;217;23;2;2017;d’a;Apolo;MT;12;Centro de Computo Sala 3;9:00 a.m.;09:22:00;10:25:00;2,5;0,5;0,5;0;0;0,5;0,5;0;0;0;0,5
1885;Ingenier’a De Sistemas;G1;4;3,5;3,75;0;0;Algoritmos y programaci—n;3;217;23;2;2017;d’a;Apolo;MT;16;Centro de Computo Sala 7;9:00 a.m.;09:09:00;10:09:00;4;0,5;0,5;0,5;0;0,5;0,5;0;0,5;0,5;0,5
1935;Ingenier’a De Sistemas;G1;0,5;0;0,25;26;152,94;Algoritmos y programaci—n;3;217;23;2;2017;d’a;Apolo;MT;10;Centro de Computo Sala 14;9:00 a.m.;;;;;;;;;;;;;
1970;Ingenier’a De Sistemas;G1;3;1;2;0;0;Algoritmos y programaci—n;3;217;23;2;2017;d’a;Apolo;MT;15;Centro de Computo Sala 6;9:00 a.m.;09:10:00;10:07:00;4;0,5;0,5;0,5;0,5;0,5;0;0;0,5;0,5;0,5
1976;Ingenier’a De Sistemas;G1;4;1;2,5;0;0;Algoritmos y programaci—n;3;217;23;2;2017;d’a;Apolo;MT;11;Centro de Computo Sala 2;9:00 a.m.;09:20:00;10:36:00;2;0;0;0;0;0;0,5;0,5;0;0,5;0,5
2019;Ingenier’a De Sistemas;G1;5;4,5;4,75;0;0;Algoritmos y programaci—n;3;217;23;2;2017;d’a;Apolo;MT;12;Centro de Computo Sala 3;9:00 a.m.;09:24:00;09:58:00;4,5;0,5;0,5;0,5;0,5;0;0,5;0,5;0,5;0,5;0,5
2051;Ingenier’a De Sistemas;G1;4,5;2,5;3,5;0;0;Algoritmos y programaci—n;3;217;23;2;2017;d’a;Apolo;MT;13;Centro de Computo Sala 4;9:00 a.m.;09:12:00;10:02:00;4,5;0,5;0,5;0;0,5;0,5;0,5;0,5;0,5;0,5;0,5
2077;Ingenier’a De Sistemas;G1;3,5;3;3,25;0;0;Algoritmos y programaci—n;3;217;23;2;2017;d’a;Apolo;MT;14;Centro de Computo Sala 5;9:00 a.m.;09:08:00;10:01:00;3,5;0,5;0;0;0,5;0,5;0,5;0;0,5;0,5;0,5
2087;Ingenier’a De Sistemas;G1;3,5;2;2,75;0;0;Algoritmos y programaci—n;3;217;23;2;2017;d’a;Apolo;MT;16;Centro de Computo Sala 7;9:00 a.m.;09:09:00;10:14:00;1,5;0;0;0;0;0;0;0;0,5;0,5;0,5
2091;Ingenier’a De Sistemas;G1;4,5;2;3,25;0;0;Algoritmos y programaci—n;3;217;23;2;2017;d’a;Apolo;MT;19;Torre P Sal—n 201;9:00 a.m.;09:03:00;09:43:00;2;0;0;0,5;0;0;0;0;0,5;0,5;0,5
2109;Ingenier’a De Sistemas;G1;4;1,5;2,75;0;0;Algoritmos y programaci—n;3;217;23;2;2017;d’a;Apolo;MT;20;Torre P Sal—n 303;9:00 a.m.;09:04:00;09:47:00;3,5;0;0,5;0;0,5;0,5;0,5;0;0,5;0,5;0,5
2115;Ingenier’a De Sistemas;G1;4;2,5;3,25;0;0;Algoritmos y programaci—n;3;217;23;2;2017;d’a;Apolo;MT;20;Torre P Sal—n 303;9:00 a.m.;09:04:00;10:21:00;4,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0;0,5
1531;Ingenier’a Ambiental;G14;2,5;1;1,75;0;0;Algoritmos y programaci—n;3;203;22;2;2017;d’a;Artemisa;TC;1;Casa Kra 4ta Sal—n  101;9:00 a.m.;09:26:00;10:31:00;1,5;0;0,5;0;0;0;0;0,5;0;0;0,5
1535;Ingenier’a Ambiental;G14;3,5;2,5;3;0;0;Algoritmos y programaci—n;3;203;22;2;2017;d’a;Artemisa;TC;3;Casa Kra 4ta Sal—n 301;9:00 a.m.;09:12:00;10:07:00;1,5;0;0;0;0;0;0;0;0,5;0,5;0,5
1564;Ingenier’a Ambiental;G14;3;2,5;2,75;0;0;Algoritmos y programaci—n;3;203;22;2;2017;d’a;Artemisa;TC;7;Centro de Computo Sala 11;9:00 a.m.;09:10:00;10:42:00;3;0;0;0,5;0;0,5;0;0,5;0,5;0,5;0,5
1598;Ingenier’a Ambiental;G14;3,5;1,5;2,5;2;11,76;Algoritmos y programaci—n;3;203;22;2;2017;d’a;Artemisa;TC;7;Centro de Computo Sala 11;9:00 a.m.;09:10:00;10:07:00;1;0;0;0;0,5;0;0;0;0;0,5;0
1617;Ingenier’a Mec‡nica;G14;2;1,5;1,75;3;17,65;Algoritmos y programaci—n;3;203;22;2;2017;d’a;Artemisa;TC;6;Centro de Computo Sala 10;9:00 a.m.;09:17:00;10:21:00;1;0;0;0,5;0,5;0;0;0;0;0;0
1665;Ingenier’a Ambiental;G14;2,5;2;2,25;0;0;Algoritmos y programaci—n;3;203;22;2;2017;d’a;Artemisa;TC;2;Casa Kra 4ta Sal—n 204;9:00 a.m.;09:10:00;10:18:00;2;0;0,5;0;0,5;0;0,5;0;0,5;0;0
1678;Ingenier’a De Sistemas;G14;3;3,5;3,25;2;11,76;Algoritmos y programaci—n;3;203;22;2;2017;d’a;Artemisa;TC;10;Centro de Computo Sala 14;9:00 a.m.;09:06:00;10:14:00;2,5;0,5;0;0;0;0,5;0;0;0,5;0,5;0,5
1699;Ingenier’a Ambiental;G14;2,5;2,5;2,5;2;11,76;Algoritmos y programaci—n;3;203;22;2;2017;d’a;Artemisa;TC;9;Centro de Computo Sala 13;9:00 a.m.;09:14:00;10:53:00;2;0,5;0;0,5;0;0;0;0,5;0;0;0,5
1718;Ingenier’a Ambiental;G14;0;0;0;50;294,12;Algoritmos y programaci—n;3;203;22;2;2017;d’a;Artemisa;TC;4;Dise–o Y Simulaci—n Sala I;9:00 a.m.;;;;;;;;;;;;;
1770;Ingenier’a Electr—nica;G14;1,5;1,5;1,5;0;0;Algoritmos y programaci—n;3;203;22;2;2017;d’a;Artemisa;TC;5;Dise–o Y Simulaci—n Sala II;9:00 a.m.;09:11:00;10:25:00;0,5;0;0;0;0;0;0;0;0,5;0;0
1795;Ingenier’a Ambiental;G14;1,5;1,5;1,5;0;0;Algoritmos y programaci—n;3;203;22;2;2017;d’a;Artemisa;TC;9;Centro de Computo Sala 13;9:00 a.m.;09:13:00;10:08:00;1;0;0;0,5;0,5;0;0;0;0;0;0
1814;Ingenier’a Electr—nica;G14;3,5;2,5;3;0;0;Algoritmos y programaci—n;3;203;22;2;2017;d’a;Artemisa;TC;6;Centro de Computo Sala 10;9:00 a.m.;09:14:00;10:03:00;5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5
1848;Ingenier’a Industrial;G14;3;2;2,5;2;11,76;Algoritmos y programaci—n;3;203;22;2;2017;d’a;Artemisa;TC;1;Casa Kra 4ta Sal—n  101;9:00 a.m.;09:26:00;10:38:00;2;0,5;0;0;0;0,5;0;0,5;0;0;0,5
1854;Ingenier’a Ambiental;G14;2;0;0;2;11,76;Algoritmos y programaci—n;3;203;22;2;2017;d’a;Artemisa;TC;8;Centro de Computo Sala 12;9:00 a.m.;;;;;;;;;;;;;
1899;Ingenier’a Ambiental;G14;4;3,5;3,75;5;29,41;Algoritmos y programaci—n;3;203;22;2;2017;d’a;Artemisa;TC;6;Centro de Computo Sala 10;9:00 a.m.;09:17:00;09:59:00;1,5;0;0;0;0,5;0;0;0;0;0,5;0,5
1913;Ingenier’a Ambiental;G14;1;1;1;0;0;Algoritmos y programaci—n;3;203;22;2;2017;d’a;Artemisa;TC;10;Centro de Computo Sala 14;9:00 a.m.;09:08:00;09:53:00;1;0;0;0,5;0;0;0;0;0,5;0;0
1926;Ingenier’a Ambiental;G14;1,5;1,5;1,5;4;23,53;Algoritmos y programaci—n;3;203;22;2;2017;d’a;Artemisa;TC;3;Casa Kra 4ta Sal—n 301;9:00 a.m.;;;;;;;;;;;;;
1953;Ingenier’a Ambiental;G14;2,5;2;2,25;0;0;Algoritmos y programaci—n;3;203;22;2;2017;d’a;Artemisa;TC;8;Centro de Computo Sala 12;9:00 a.m.;09:14:00;10:15:00;0,5;0;0;0;0;0;0;0;0;0;0,5
1960;Ingenier’a Mec‡nica;G14;4;3;3,5;7;41,18;Algoritmos y programaci—n;3;203;22;2;2017;d’a;Artemisa;TC;1;Casa Kra 4ta Sal—n  101;9:00 a.m.;09:31:00;10:12:00;2,5;0;0;0,5;0,5;0,5;0;0;0,5;0;0,5
1984;Ingenier’a Ambiental;G14;2;1,5;1,75;0;0;Algoritmos y programaci—n;3;203;22;2;2017;d’a;Artemisa;TC;6;Centro de Computo Sala 10;9:00 a.m.;09:15:00;10:00:00;0,5;0;0;0;0;0;0,5;0;0;0;0
2110;Ingenier’a Ambiental;G14;3;2,5;2,75;0;0;Algoritmos y programaci—n;3;203;22;2;2017;d’a;Artemisa;TC;4;Dise–o Y Simulaci—n Sala I;9:00 a.m.;09:12:00;10:15:00;1;0,5;0;0;0,5;0;0;0;0;0;0
2116;Ingenier’a Ambiental;G14;2;0;1;30;176,47;Algoritmos y programaci—n;3;203;22;2;2017;d’a;Artemisa;TC;2;Casa Kra 4ta Sal—n 204;9:00 a.m.;;;;;;;;;;;;;
1532;Ingenier’a De Sistemas;G31;3;3;3;0;0;Algoritmos y programaci—n;3;221;23;2;2017;d’a;Agenor;TC;2;Casa Kra 4ta Sal—n 204;9:00 a.m.;09:08:00;10:08:00;1,5;0,5;0;0,5;0;0;0;0,5;0;0;0
1536;Ingenier’a De Sistemas;G31;5;3,5;4,25;0;0;Algoritmos y programaci—n;3;221;23;2;2017;d’a;Agenor;TC;5;Dise–o Y Simulaci—n Sala II;9:00 a.m.;09:14:00;09:53:00;4,5;0,5;0;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5
1576;Ingenier’a De Sistemas;G31;2,5;2;2,25;0;0;Algoritmos y programaci—n;3;221;23;2;2017;d’a;Agenor;TC;4;Dise–o Y Simulaci—n Sala I;9:00 a.m.;09:14:00;10:21:00;2;0;0,5;0;0;0,5;0;0,5;0;0,5;0
1625;Ingenier’a De Sistemas;G31;3,5;4;3,75;0;0;Algoritmos y programaci—n;3;221;23;2;2017;d’a;Agenor;TC;9;Centro de Computo Sala 13;9:00 a.m.;09:13:00;10:13:00;4;0,5;0,5;0,5;0;0,5;0,5;0;0,5;0,5;0,5
1631;Ingenier’a De Sistemas;G31;3;2;2,5;0;0;Algoritmos y programaci—n;3;221;23;2;2017;d’a;Agenor;TC;9;Centro de Computo Sala 13;9:00 a.m.;09:30:00;10:11:00;2,5;0,5;0;0;0,5;0,5;0;0;0,5;0,5;0
1640;Ingenier’a De Sistemas;G31;4;3;3,5;0;0;Algoritmos y programaci—n;3;221;23;2;2017;d’a;Agenor;TC;3;Casa Kra 4ta Sal—n 301;9:00 a.m.;09:12:00;10:14:00;3,5;0,5;0,5;0,5;0;0,5;0;0,5;0,5;0,5;0
1655;Ingenier’a De Sistemas;G31;3,5;2,5;3;0;0;Algoritmos y programaci—n;3;221;23;2;2017;d’a;Agenor;TC;10;Centro de Computo Sala 14;9:00 a.m.;09:11:00;09:48:00;2,5;0;0,5;0;0,5;0;0,5;0,5;0;0;0,5
1684;Ingenier’a De Sistemas;G31;3,5;2;2,75;0;0;Algoritmos y programaci—n;3;221;23;2;2017;d’a;Agenor;TC;1;Casa Kra 4ta Sal—n  101;9:00 a.m.;09:26:00;10:01:00;3;0;0;0;0,5;0,5;0;0,5;0,5;0,5;0,5
1700;Ingenier’a De Sistemas;G31;2,5;1,5;2;0;0;Algoritmos y programaci—n;3;221;23;2;2017;d’a;Agenor;TC;8;Centro de Computo Sala 12;9:00 a.m.;09:14:00;10:12:00;1,5;0,5;0;0;0,5;0,5;0;0;0;0;0
1717;Ingenier’a De Sistemas;G31;3;3,5;3,25;0;0;Algoritmos y programaci—n;3;221;23;2;2017;d’a;Agenor;TC;8;Centro de Computo Sala 12;9:00 a.m.;09:14:00;10:22:00;3,5;0;0,5;0,5;0,5;0,5;0,5;0;0,5;0;0,5
